Price,Close,High,Low,Open,Volume
Ticker,ADA-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD
Datetime,,,,,
2025-06-16 00:00:00+00:00,0.6333739161491394,0.6338565945625305,0.6333739161491394,0.6338565945625305,0
2025-06-16 00:05:00+00:00,0.6334549188613892,0.6334900259971619,0.6333629488945007,0.6334030628204346,449504
2025-06-16 00:10:00+00:00,0.6328142881393433,0.6331603527069092,0.6327883005142212,0.6331489086151123,521120
2025-06-16 00:15:00+00:00,0.6326481699943542,0.6328808069229126,0.6326481699943542,0.6328179240226746,138976
2025-06-16 00:20:00+00:00,0.6317091584205627,0.6326442360877991,0.6316591501235962,0.6326442360877991,121984
2025-06-16 00:25:00+00:00,0.6333475112915039,0.6333475112915039,0.6317440867424011,0.6317548155784607,697728
2025-06-16 00:30:00+00:00,0.6317410469055176,0.6331604719161987,0.6317410469055176,0.6331604719161987,124992
2025-06-16 00:35:00+00:00,0.6320471167564392,0.6320471167564392,0.6317492127418518,0.6317823529243469,678368
2025-06-16 00:40:00+00:00,0.6320058107376099,0.6324102282524109,0.6320058107376099,0.6324102282524109,0
2025-06-16 00:45:00+00:00,0.6318381428718567,0.6321277022361755,0.6318381428718567,0.632035493850708,0
2025-06-16 00:50:00+00:00,0.6312629580497742,0.6317814588546753,0.6312466263771057,0.6317814588546753,0
2025-06-16 00:55:00+00:00,0.6314372420310974,0.6314372420310974,0.6311315298080444,0.6311315298080444,0
2025-06-16 01:00:00+00:00,0.6310896873474121,0.6316405534744263,0.6310896873474121,0.6314566135406494,0
2025-06-16 01:05:00+00:00,0.6309070587158203,0.6311267018318176,0.6309070587158203,0.6311041712760925,235296
2025-06-16 01:10:00+00:00,0.6287268400192261,0.6293107867240906,0.6287268400192261,0.6293107867240906,3022976
2025-06-16 01:15:00+00:00,0.6271355152130127,0.628697395324707,0.6271355152130127,0.628697395324707,2193888
2025-06-16 01:20:00+00:00,0.6271216869354248,0.627214789390564,0.6269770860671997,0.6271702647209167,223360
2025-06-16 01:25:00+00:00,0.6271727085113525,0.6275688409805298,0.6271727085113525,0.6274181008338928,500160
2025-06-16 01:30:00+00:00,0.6260805726051331,0.6270279288291931,0.6260805726051331,0.6270279288291931,756704
2025-06-16 01:35:00+00:00,0.6276472806930542,0.6276472806930542,0.6261695623397827,0.6262112855911255,428480
2025-06-16 01:40:00+00:00,0.6318376660346985,0.6318376660346985,0.6296062469482422,0.6296062469482422,3037920
2025-06-16 01:45:00+00:00,0.6327854990959167,0.6327854990959167,0.6317850947380066,0.6317850947380066,1034624
2025-06-16 01:50:00+00:00,0.6334115862846375,0.6334115862846375,0.6325118541717529,0.6325118541717529,623072
2025-06-16 01:55:00+00:00,0.6364811658859253,0.6365131735801697,0.6348909139633179,0.6348909139633179,4061856
2025-06-16 02:00:00+00:00,0.6382051110267639,0.6382051110267639,0.6367617249488831,0.6367617249488831,3674336
2025-06-16 02:05:00+00:00,0.6387223601341248,0.6388166546821594,0.6382622122764587,0.6382622122764587,1094080
2025-06-16 02:10:00+00:00,0.6397901177406311,0.6397901177406311,0.6391632556915283,0.6391844749450684,3997952
2025-06-16 02:15:00+00:00,0.6399276256561279,0.6403068900108337,0.6399220824241638,0.6399220824241638,3435968
2025-06-16 02:20:00+00:00,0.6395874619483948,0.6399155855178833,0.6395874619483948,0.6399155855178833,1018272
2025-06-16 02:25:00+00:00,0.6385049819946289,0.6386590600013733,0.638484537601471,0.6386590600013733,1812960
2025-06-16 02:30:00+00:00,0.6374146342277527,0.6384819149971008,0.6374146342277527,0.6384819149971008,1126272
2025-06-16 02:35:00+00:00,0.6375062465667725,0.637519121170044,0.6373900175094604,0.6373900175094604,199488
2025-06-16 02:40:00+00:00,0.6384415626525879,0.6384836435317993,0.6375823020935059,0.6375823020935059,1288832
2025-06-16 02:45:00+00:00,0.6376479864120483,0.6383975744247437,0.6376479864120483,0.6383975744247437,993856
2025-06-16 02:50:00+00:00,0.6378481388092041,0.637887179851532,0.6376704573631287,0.6376704573631287,581216
2025-06-16 02:55:00+00:00,0.6380689740180969,0.6381393671035767,0.6380366086959839,0.6380366086959839,1314592
2025-06-16 03:00:00+00:00,0.637645423412323,0.6381117105484009,0.637645423412323,0.6381117105484009,207808
2025-06-16 03:05:00+00:00,0.6376248598098755,0.6376610994338989,0.6376248598098755,0.6376610994338989,371488
2025-06-16 03:10:00+00:00,0.6379874348640442,0.6379874348640442,0.6376454830169678,0.6376621127128601,0
2025-06-16 03:15:00+00:00,0.6385980248451233,0.6385980248451233,0.6380087733268738,0.6380087733268738,377024
2025-06-16 03:20:00+00:00,0.6382370591163635,0.6385527849197388,0.6381930708885193,0.6385527849197388,793984
